progress_id,learner_id,course_id,progress_date,starting_score,current_score,score_change,completion_percentage,progress_status,badge_earned,recognition_tag
P01036,L087,ELA04,2026-07-24,81.8,81.8,0.0,100.0,Stable,Course Completion,Successful Completion
P01037,L087,MATH04,2025-09-28,80.0,80.0,0.0,32.3,Stable,Learning Milestone,Learning Progress
P01038,L087,MATH04,2025-12-02,80.0,83.3,3.3,46.1,Stable,Learning Milestone,Learning Progress
P01039,L087,MATH04,2026-01-02,80.0,78.6,-1.4,46.0,Stable,Learning Milestone,Learning Progress
P01040,L087,MATH04,2026-06-03,80.0,84.6,4.6,100.0,Stable,Course Completion,Successful Completion
P01041,L087,SCI03,2025-10-07,80.0,80.0,0.0,29.5,Stable,Learning Milestone,Learning Progress
P01042,L087,SCI03,2025-11-15,80.0,73.3,-6.7,36.2,Needs Attention,Learning Milestone,Learning Progress
P01043,L087,SCI03,2026-04-15,80.0,80.0,0.0,74.2,Stable,Learning Milestone,Learning Progress
P01044,L087,SCI03,2026-07-17,80.0,80.0,0.0,100.0,Stable,Course Completion,Successful Completion
P01045,L088,ELA04,2025-10-16,68.8,68.8,0.0,35.9,Stable,Learning Milestone,Learning Progress
P01046,L088,ELA04,2026-01-19,68.8,66.7,-2.1,50.5,Stable,Learning Milestone,Learning Progress
P01047,L088,ELA04,2026-03-05,68.8,68.8,0.0,64.4,Stable,Learning Milestone,Learning Progress
P01048,L088,ELA04,2026-07-23,68.8,63.2,-5.6,100.0,Needs Attention,Course Completion,Successful Completion
P01049,L088,READ01,2025-09-09,70.0,70.0,0.0,31.9,Stable,Learning Milestone,Learning Progress
P01050,L088,READ01,2025-11-04,70.0,61.1,-8.9,33.0,Needs Attention,Learning Milestone,Learning Progress
P01051,L088,READ01,2026-05-28,70.0,66.7,-3.3,75.9,Stable,Learning Milestone,Learning Progress
P01052,L088,READ01,2026-07-23,70.0,61.5,-8.5,100.0,Needs Attention,Course Completion,Successful Completion
P01053,L088,SCI03,2025-10-14,73.7,73.7,0.0,34.7,Stable,Learning Milestone,Learning Progress
P01054,L088,SCI03,2025-11-21,73.7,66.7,-7.0,41.4,Needs Attention,Learning Milestone,Learning Progress
P01055,L088,SCI03,2026-01-28,73.7,66.7,-7.0,51.3,Needs Attention,Learning Milestone,Learning Progress
P01056,L088,SCI03,2026-08-09,73.7,70.0,-3.7,100.0,Stable,Course Completion,Successful Completion
P01057,L089,ELA01,2025-10-04,65.0,65.0,0.0,25.1,Stable,Learning Milestone,Learning Progress
P01058,L089,ELA01,2025-11-19,65.0,65.0,0.0,35.3,Stable,Learning Milestone,Learning Progress
P01059,L089,ELA01,2026-03-24,65.0,73.3,8.3,66.6,Improving,Learning Milestone,Learning Progress
P01060,L089,ELA01,2026-08-23,65.0,75.0,10.0,100.0,Improving,Progress Star,Great Improvement
P01061,L089,MATH01,2025-10-02,60.0,60.0,0.0,36.3,Stable,Learning Milestone,Learning Progress
P01062,L089,MATH01,2026-02-22,60.0,69.2,9.2,56.1,Improving,Learning Milestone,Learning Progress
P01063,L089,MATH01,2026-07-10,60.0,69.2,9.2,95.5,Improving,Learning Milestone,Learning Progress
P01064,L089,MATH01,2026-08-23,60.0,75.0,15.0,100.0,Improving,Progress Star,Great Improvement
P01065,L089,READ01,2025-09-22,60.0,60.0,0.0,34.3,Stable,Learning Milestone,Learning Progress
P01066,L089,READ01,2025-12-05,60.0,70.0,10.0,52.1,Improving,Growth Champion,Strong Progress
P01067,L089,READ01,2026-03-01,60.0,77.8,17.8,62.6,Improving,Growth Champion,Strong Progress
P01068,L089,READ01,2026-08-12,60.0,72.2,12.2,100.0,Improving,Progress Star,Great Improvement
P01069,L090,ELA02,2025-09-05,60.0,60.0,0.0,25.4,Stable,Learning Milestone,Learning Progress
P01070,L090,ELA02,2026-02-15,60.0,57.9,-2.1,57.1,Stable,Learning Milestone,Learning Progress
P01071,L090,ELA02,2026-04-25,60.0,62.5,2.5,70.8,Stable,Learning Milestone,Learning Progress
P01072,L090,ELA02,2026-06-10,60.0,62.5,2.5,100.0,Stable,Course Completion,Successful Completion
P01073,L090,ELA03,2025-09-30,57.1,57.1,0.0,29.7,Stable,Learning Milestone,Learning Progress
P01074,L090,ELA03,2025-11-08,57.1,50.0,-7.1,36.0,Needs Attention,Learning Milestone,Learning Progress
P01075,L090,ELA03,2026-03-08,57.1,58.8,1.7,62.8,Stable,Learning Milestone,Learning Progress
P01076,L090,ELA03,2026-07-10,57.1,53.8,-3.3,100.0,Stable,Course Completion,Successful Completion
P01077,L090,SCI02,2025-11-03,61.1,61.1,0.0,41.8,Stable,Learning Milestone,Learning Progress
P01078,L090,SCI02,2026-04-21,61.1,61.5,0.4,66.4,Stable,Learning Milestone,Learning Progress
P01079,L090,SCI02,2026-05-28,61.1,58.3,-2.8,79.2,Stable,Learning Milestone,Learning Progress
P01080,L090,SCI02,2026-08-31,61.1,60.0,-1.1,100.0,Stable,Course Completion,Successful Completion
P01081,L091,ELA03,2025-10-08,88.2,88.2,0.0,27.9,Stable,Learning Milestone,Learning Progress
P01082,L091,ELA03,2025-12-20,88.2,90.0,1.8,47.2,Stable,Learning Milestone,Learning Progress
P01083,L091,ELA03,2026-05-17,88.2,87.5,-0.7,78.8,Stable,Learning Milestone,Learning Progress
P01084,L091,ELA03,2026-07-08,88.2,84.6,-3.6,100.0,Stable,Course Completion,Successful Completion
P01085,L091,MATH03,2025-09-10,90.0,90.0,0.0,27.2,Stable,Learning Milestone,Learning Progress
P01086,L091,MATH03,2025-10-20,90.0,87.5,-2.5,31.6,Stable,Learning Milestone,Learning Progress
P01087,L091,MATH03,2026-04-07,90.0,90.9,0.9,78.0,Stable,Learning Milestone,Learning Progress
P01088,L091,MATH03,2026-08-22,90.0,93.3,3.3,100.0,Stable,Course Completion,Successful Completion
P01089,L091,READ01,2025-10-26,83.3,83.3,0.0,38.5,Stable,Learning Milestone,Learning Progress
P01090,L091,READ01,2026-04-12,83.3,85.7,2.4,75.0,Stable,Learning Milestone,Learning Progress
P01091,L091,READ01,2026-05-07,83.3,90.0,6.7,77.1,Improving,Learning Milestone,Learning Progress
P01092,L091,READ01,2026-07-18,83.3,82.4,-0.9,100.0,Stable,Course Completion,Successful Completion
P01093,L092,ELA04,2025-09-11,71.4,71.4,0.0,27.3,Stable,Learning Milestone,Learning Progress
P01094,L092,ELA04,2025-11-15,71.4,66.7,-4.7,40.5,Stable,Learning Milestone,Learning Progress
P01095,L092,ELA04,2026-02-17,71.4,75.0,3.6,62.4,Stable,Learning Milestone,Learning Progress
P01096,L092,ELA04,2026-06-17,71.4,72.2,0.8,100.0,Stable,Course Completion,Successful Completion
P01097,L092,MATH04,2026-03-26,73.7,73.7,0.0,73.5,Stable,Learning Milestone,Learning Progress
P01098,L092,MATH04,2026-06-21,73.7,75.0,1.3,87.7,Stable,Learning Milestone,Learning Progress
P01099,L092,MATH04,2026-07-17,73.7,72.7,-1.0,92.8,Stable,Learning Milestone,Learning Progress
P01100,L092,MATH04,2026-08-28,73.7,78.9,5.2,100.0,Improving,Course Completion,Successful Completion
P01101,L092,READ01,2025-09-24,72.7,72.7,0.0,33.7,Stable,Learning Milestone,Learning Progress
P01102,L092,READ01,2025-12-29,72.7,70.0,-2.7,54.7,Stable,Learning Milestone,Learning Progress
P01103,L092,READ01,2026-03-28,72.7,68.4,-4.3,66.9,Stable,Learning Milestone,Learning Progress
P01104,L092,READ01,2026-07-28,72.7,82.4,9.7,100.0,Improving,Course Completion,Successful Completion
P01105,L093,ELA01,2025-09-16,76.9,76.9,0.0,29.5,Stable,Learning Milestone,Learning Progress
P01106,L093,ELA01,2025-11-29,76.9,69.2,-7.7,45.9,Needs Attention,Learning Milestone,Learning Progress
P01107,L093,ELA01,2026-04-15,76.9,73.3,-3.6,77.1,Stable,Learning Milestone,Learning Progress
P01108,L093,ELA01,2026-07-26,76.9,80.0,3.1,100.0,Stable,Course Completion,Successful Completion
P01109,L093,MATH01,2025-09-08,70.0,70.0,0.0,30.1,Stable,Learning Milestone,Learning Progress
P01110,L093,MATH01,2025-10-21,70.0,72.7,2.7,33.7,Stable,Learning Milestone,Learning Progress
P01111,L093,MATH01,2026-05-05,70.0,77.8,7.8,81.7,Improving,Learning Milestone,Learning Progress
P01112,L093,MATH01,2026-08-11,70.0,80.0,10.0,100.0,Improving,Progress Star,Great Improvement
P01113,L093,READ01,2025-10-31,73.7,73.7,0.0,37.9,Stable,Learning Milestone,Learning Progress
P01114,L093,READ01,2025-11-12,73.7,80.0,6.3,44.2,Improving,Learning Milestone,Learning Progress
P01115,L093,READ01,2026-03-28,73.7,72.2,-1.5,78.2,Stable,Learning Milestone,Learning Progress
P01116,L093,READ01,2026-08-22,73.7,75.0,1.3,100.0,Stable,Course Completion,Successful Completion
P01117,L094,MATH01,2025-09-12,71.4,71.4,0.0,24.1,Stable,Learning Milestone,Learning Progress
P01118,L094,MATH01,2026-01-13,71.4,69.2,-2.2,63.4,Stable,Learning Milestone,Learning Progress
P01119,L094,MATH01,2026-05-27,71.4,73.3,1.9,81.9,Stable,Learning Milestone,Learning Progress
P01120,L094,MATH01,2026-08-12,71.4,72.7,1.3,100.0,Stable,Course Completion,Successful Completion
P01121,L094,READ01,2025-09-09,70.6,70.6,0.0,26.2,Stable,Learning Milestone,Learning Progress
P01122,L094,READ01,2025-11-13,70.6,70.6,0.0,44.9,Stable,Learning Milestone,Learning Progress
P01123,L094,READ01,2026-01-22,70.6,73.3,2.7,64.9,Stable,Learning Milestone,Learning Progress
P01124,L094,READ01,2026-07-24,70.6,68.4,-2.2,100.0,Stable,Course Completion,Successful Completion
P01125,L094,SCI01,2025-09-29,63.6,63.6,0.0,30.4,Stable,Learning Milestone,Learning Progress
P01126,L094,SCI01,2025-10-30,63.6,70.0,6.4,35.8,Improving,Learning Milestone,Learning Progress
P01127,L094,SCI01,2026-03-19,63.6,73.7,10.1,68.9,Improving,Growth Champion,Strong Progress
P01128,L094,SCI01,2026-07-05,63.6,76.9,13.3,100.0,Improving,Progress Star,Great Improvement
P01129,L095,MATH02,2025-09-23,88.2,88.2,0.0,36.0,Stable,Learning Milestone,Learning Progress
P01130,L095,MATH02,2025-10-19,88.2,81.8,-6.4,38.0,Needs Attention,Learning Milestone,Learning Progress
P01131,L095,MATH02,2026-01-24,88.2,90.0,1.8,65.0,Stable,Learning Milestone,Learning Progress
P01132,L095,MATH02,2026-05-20,88.2,94.4,6.2,100.0,Improving,Course Completion,Successful Completion
P01133,L095,MATH03,2026-02-22,92.3,92.3,0.0,57.5,Stable,Learning Milestone,Learning Progress
P01134,L095,MATH03,2026-05-10,92.3,88.9,-3.4,82.6,Stable,Learning Milestone,Learning Progress
P01135,L095,MATH03,2026-06-21,92.3,84.6,-7.7,85.9,Needs Attention,Learning Milestone,Learning Progress
P01136,L095,MATH03,2026-08-18,92.3,94.7,2.4,100.0,Stable,Course Completion,Successful Completion
P01137,L095,READ01,2025-09-01,87.5,87.5,0.0,23.7,Stable,Learning Milestone,Learning Progress
P01138,L095,READ01,2025-10-11,87.5,86.7,-0.8,34.3,Stable,Learning Milestone,Learning Progress
P01139,L095,READ01,2025-11-24,87.5,88.2,0.7,39.7,Stable,Learning Milestone,Learning Progress
P01140,L095,READ01,2026-08-14,87.5,100.0,12.5,100.0,Improving,Progress Star,Great Improvement
P01141,L096,ELA03,2026-01-07,57.1,57.1,0.0,50.5,Stable,Learning Milestone,Learning Progress
P01142,L096,ELA03,2026-05-18,57.1,52.6,-4.5,74.1,Stable,Learning Milestone,Learning Progress
P01143,L096,ELA03,2026-07-04,57.1,60.0,2.9,90.6,Stable,Learning Milestone,Learning Progress
P01144,L096,ELA03,2026-08-21,57.1,55.0,-2.1,100.0,Stable,Course Completion,Successful Completion
P01145,L096,MATH03,2025-10-02,53.8,53.8,0.0,31.7,Stable,Learning Milestone,Learning Progress
P01146,L096,MATH03,2026-03-26,53.8,53.3,-0.5,69.5,Stable,Learning Milestone,Learning Progress
P01147,L096,MATH03,2026-05-03,53.8,53.3,-0.5,74.9,Stable,Learning Milestone,Learning Progress
P01148,L096,MATH03,2026-08-25,53.8,61.1,7.3,100.0,Improving,Course Completion,Successful Completion
P01149,L096,SCI02,2025-10-08,52.6,52.6,0.0,27.1,Stable,Learning Milestone,Learning Progress
P01150,L096,SCI02,2025-11-16,52.6,50.0,-2.6,37.9,Stable,Learning Milestone,Learning Progress
P01151,L096,SCI02,2026-03-27,52.6,47.4,-5.2,66.3,Needs Attention,Learning Milestone,Learning Progress
P01152,L096,SCI02,2026-07-31,52.6,53.3,0.7,100.0,Stable,Course Completion,Successful Completion
P01153,L097,MATH01,2025-12-10,72.2,72.2,0.0,46.5,Stable,Learning Milestone,Learning Progress
P01154,L097,MATH01,2026-03-19,72.2,82.4,10.2,74.6,Improving,Growth Champion,Strong Progress
P01155,L097,MATH01,2026-04-18,72.2,75.0,2.8,69.0,Stable,Learning Milestone,Learning Progress
P01156,L097,MATH01,2026-06-06,72.2,72.2,0.0,100.0,Stable,Course Completion,Successful Completion
P01157,L097,READ01,2025-11-06,70.0,70.0,0.0,45.8,Stable,Learning Milestone,Learning Progress
P01158,L097,READ01,2025-12-10,70.0,75.0,5.0,39.9,Improving,Learning Milestone,Learning Progress
P01159,L097,READ01,2026-05-13,70.0,80.0,10.0,80.1,Improving,Growth Champion,Strong Progress
P01160,L097,READ01,2026-06-23,70.0,80.0,10.0,100.0,Improving,Progress Star,Great Improvement
P01161,L097,SCI01,2025-11-30,75.0,75.0,0.0,35.3,Stable,Learning Milestone,Learning Progress
P01162,L097,SCI01,2026-01-16,75.0,75.0,0.0,51.7,Stable,Learning Milestone,Learning Progress
P01163,L097,SCI01,2026-02-23,75.0,70.0,-5.0,64.7,Needs Attention,Learning Milestone,Learning Progress
P01164,L097,SCI01,2026-06-05,75.0,81.2,6.2,100.0,Improving,Course Completion,Successful Completion
P01165,L098,ELA01,2025-10-23,72.7,72.7,0.0,38.0,Stable,Learning Milestone,Learning Progress
P01166,L098,ELA01,2026-01-12,72.7,70.6,-2.1,55.5,Stable,Learning Milestone,Learning Progress
P01167,L098,ELA01,2026-03-27,72.7,75.0,2.3,62.6,Stable,Learning Milestone,Learning Progress
P01168,L098,ELA01,2026-06-21,72.7,66.7,-6.0,100.0,Needs Attention,Course Completion,Successful Completion
P01169,L098,READ01,2025-09-25,66.7,66.7,0.0,36.3,Stable,Learning Milestone,Learning Progress
P01170,L098,READ01,2025-11-24,66.7,63.2,-3.5,44.9,Stable,Learning Milestone,Learning Progress
P01171,L098,READ01,2026-05-05,66.7,62.5,-4.2,74.6,Stable,Learning Milestone,Learning Progress
P01172,L098,READ01,2026-07-04,66.7,73.3,6.6,100.0,Improving,Course Completion,Successful Completion
P01173,L098,SCI01,2025-10-23,66.7,66.7,0.0,33.0,Stable,Learning Milestone,Learning Progress
P01174,L098,SCI01,2025-12-24,66.7,66.7,0.0,52.9,Stable,Learning Milestone,Learning Progress
P01175,L098,SCI01,2026-03-20,66.7,64.3,-2.4,70.7,Stable,Learning Milestone,Learning Progress
P01176,L098,SCI01,2026-08-30,66.7,72.2,5.5,100.0,Improving,Course Completion,Successful Completion
P01177,L099,ELA04,2025-10-20,76.9,76.9,0.0,36.0,Stable,Learning Milestone,Learning Progress
P01178,L099,ELA04,2026-03-07,76.9,71.4,-5.5,59.5,Needs Attention,Learning Milestone,Learning Progress
P01179,L099,ELA04,2026-05-02,76.9,81.8,4.9,69.7,Stable,Learning Milestone,Learning Progress
P01180,L099,ELA04,2026-07-15,76.9,88.9,12.0,100.0,Improving,Progress Star,Great Improvement
P01181,L099,READ01,2026-02-10,84.2,84.2,0.0,58.0,Stable,Learning Milestone,Learning Progress
P01182,L099,READ01,2026-03-06,84.2,81.8,-2.4,67.6,Stable,Learning Milestone,Learning Progress
P01183,L099,READ01,2026-06-05,84.2,83.3,-0.9,85.8,Stable,Learning Milestone,Learning Progress
P01184,L099,READ01,2026-08-31,84.2,75.0,-9.2,100.0,Needs Attention,Course Completion,Successful Completion
P01185,L099,SCI03,2025-09-04,84.6,84.6,0.0,30.4,Stable,Learning Milestone,Learning Progress
P01186,L099,SCI03,2025-11-06,84.6,75.0,-9.6,34.8,Needs Attention,Learning Milestone,Learning Progress
P01187,L099,SCI03,2026-03-04,84.6,78.9,-5.7,67.2,Needs Attention,Learning Milestone,Learning Progress
P01188,L099,SCI03,2026-07-07,84.6,80.0,-4.6,100.0,Stable,Course Completion,Successful Completion
P01189,L100,MATH01,2025-09-05,75.0,75.0,0.0,30.8,Stable,Learning Milestone,Learning Progress
P01190,L100,MATH01,2025-10-01,75.0,76.9,1.9,31.1,Stable,Learning Milestone,Learning Progress
P01191,L100,MATH01,2026-01-04,75.0,76.5,1.5,42.8,Stable,Learning Milestone,Learning Progress
P01192,L100,MATH01,2026-05-25,75.0,83.3,8.3,100.0,Improving,Course Completion,Successful Completion
P01193,L100,READ01,2025-11-13,75.0,75.0,0.0,43.3,Stable,Learning Milestone,Learning Progress
P01194,L100,READ01,2026-01-28,75.0,83.3,8.3,53.9,Improving,Learning Milestone,Learning Progress
P01195,L100,READ01,2026-04-18,75.0,77.8,2.8,70.7,Stable,Learning Milestone,Learning Progress
P01196,L100,READ01,2026-08-20,75.0,85.0,10.0,100.0,Improving,Progress Star,Great Improvement
P01197,L100,SCI01,2025-10-06,80.0,80.0,0.0,24.5,Stable,Learning Milestone,Learning Progress
P01198,L100,SCI01,2025-11-07,80.0,70.0,-10.0,29.3,Needs Attention,Learning Milestone,Learning Progress
P01199,L100,SCI01,2026-02-10,80.0,78.6,-1.4,63.6,Stable,Learning Milestone,Learning Progress
P01200,L100,SCI01,2026-07-27,80.0,78.9,-1.1,100.0,Stable,Course Completion,Successful Completion
