assessment_id,learner_id,course_id,assessment_date,assessment_type,attempt_number,questions_attempted,questions_correct,score_percentage,retry_count
AS01558,L070,MATH04,2026-06-20,Quiz,2,18,15,83.3,1
AS01559,L070,MATH04,2026-08-07,Test,1,12,10,83.3,0
AS01560,L071,ELA04,2025-09-06,Practice,1,19,16,84.2,0
AS01561,L071,ELA04,2025-09-07,Quiz,1,12,10,83.3,0
AS01562,L071,ELA04,2025-10-01,Quiz,1,17,13,76.5,0
AS01563,L071,ELA04,2025-10-28,Practice,1,20,15,75.0,0
AS01564,L071,ELA04,2026-01-15,Practice,2,13,12,92.3,1
AS01565,L071,ELA04,2026-03-10,Test,1,18,14,77.8,0
AS01566,L071,ELA04,2026-05-20,Quiz,1,11,10,90.9,0
AS01567,L071,ELA04,2026-05-27,Quiz,1,18,16,88.9,0
AS01568,L071,ELA04,2026-08-07,Quiz,1,17,15,88.2,0
AS01569,L071,READ01,2025-12-25,Practice,2,16,13,81.2,1
AS01570,L071,READ01,2026-01-05,Practice,1,10,8,80.0,0
AS01571,L071,READ01,2026-01-13,Test,1,10,8,80.0,0
AS01572,L071,READ01,2026-03-05,Test,1,15,13,86.7,0
AS01573,L071,READ01,2026-03-31,Quiz,1,13,12,92.3,0
AS01574,L071,READ01,2026-07-18,Test,1,17,14,82.4,0
AS01575,L071,READ01,2026-07-18,Test,1,16,13,81.2,0
AS01576,L071,SCI03,2025-10-09,Quiz,2,19,16,84.2,1
AS01577,L071,SCI03,2026-01-02,Quiz,2,18,15,83.3,1
AS01578,L071,SCI03,2026-01-26,Practice,2,20,17,85.0,1
AS01579,L071,SCI03,2026-04-10,Test,1,16,14,87.5,0
AS01580,L071,SCI03,2026-05-13,Test,1,15,13,86.7,0
AS01581,L071,SCI03,2026-05-25,Practice,1,19,16,84.2,0
AS01582,L071,SCI03,2026-07-04,Practice,1,17,16,94.1,0
AS01583,L072,SCI02,2025-10-17,Quiz,1,18,15,83.3,0
AS01584,L072,SCI02,2026-02-20,Practice,1,14,12,85.7,0
AS01585,L072,SCI02,2026-02-23,Quiz,1,14,11,78.6,0
AS01586,L072,SCI02,2026-04-29,Practice,1,15,13,86.7,0
AS01587,L072,SCI02,2026-05-09,Practice,1,13,11,84.6,0
AS01588,L072,SCI02,2026-05-31,Practice,2,14,11,78.6,1
AS01589,L072,SCI02,2026-08-21,Practice,1,18,15,83.3,0
AS01590,L072,ELA03,2025-11-11,Test,2,14,11,78.6,1
AS01591,L072,ELA03,2025-12-06,Test,1,15,11,73.3,0
AS01592,L072,ELA03,2026-04-06,Practice,1,15,12,80.0,0
AS01593,L072,ELA03,2026-07-04,Quiz,1,19,16,84.2,0
AS01594,L072,ELA03,2026-07-11,Quiz,1,14,12,85.7,0
AS01595,L072,ELA03,2026-08-04,Practice,1,19,16,84.2,0
AS01596,L072,ELA03,2026-08-09,Practice,1,12,10,83.3,0
AS01597,L072,ELA03,2026-08-19,Practice,1,15,14,93.3,0
AS01598,L072,MATH03,2025-10-07,Practice,2,14,11,78.6,1
AS01599,L072,MATH03,2025-11-14,Quiz,1,18,15,83.3,0
AS01600,L072,MATH03,2026-01-09,Practice,1,11,9,81.8,0
AS01601,L072,MATH03,2026-02-22,Test,1,17,13,76.5,0
AS01602,L072,MATH03,2026-04-24,Test,1,19,16,84.2,0
AS01603,L072,MATH03,2026-06-03,Practice,1,19,15,78.9,0
AS01604,L072,MATH03,2026-06-18,Test,1,10,8,80.0,0
AS01605,L072,MATH03,2026-07-08,Practice,1,17,14,82.4,0
AS01606,L073,ELA02,2025-09-22,Test,2,11,7,63.6,1
AS01607,L073,ELA02,2025-09-28,Quiz,2,18,12,66.7,1
AS01608,L073,ELA02,2025-11-01,Quiz,2,20,12,60.0,1
AS01609,L073,ELA02,2025-11-02,Quiz,1,20,12,60.0,0
AS01610,L073,ELA02,2025-11-11,Test,2,11,7,63.6,1
AS01611,L073,ELA02,2025-12-02,Quiz,2,14,10,71.4,1
AS01612,L073,ELA02,2026-02-08,Test,2,13,8,61.5,1
AS01613,L073,ELA02,2026-03-05,Test,1,19,13,68.4,0
AS01614,L073,ELA02,2026-03-18,Quiz,1,15,10,66.7,0
AS01615,L073,MATH03,2025-11-27,Quiz,2,13,8,61.5,1
AS01616,L073,MATH03,2025-12-22,Test,2,12,8,66.7,1
AS01617,L073,MATH03,2026-02-10,Practice,1,19,13,68.4,0
AS01618,L073,MATH03,2026-03-16,Quiz,2,17,11,64.7,1
AS01619,L073,MATH03,2026-06-11,Practice,2,16,10,62.5,1
AS01620,L073,MATH03,2026-06-27,Quiz,2,19,13,68.4,1
AS01621,L073,READ01,2025-09-02,Practice,1,19,13,68.4,0
AS01622,L073,READ01,2025-10-25,Quiz,2,17,11,64.7,1
AS01623,L073,READ01,2026-01-01,Practice,2,11,7,63.6,1
AS01624,L073,READ01,2026-01-22,Practice,2,17,11,64.7,1
AS01625,L073,READ01,2026-02-05,Quiz,1,19,12,63.2,0
AS01626,L073,READ01,2026-04-11,Quiz,1,18,12,66.7,0
AS01627,L073,READ01,2026-08-10,Test,1,20,14,70.0,0
AS01628,L074,ELA02,2025-09-11,Test,1,13,10,76.9,0
AS01629,L074,ELA02,2026-02-12,Test,1,11,9,81.8,0
AS01630,L074,ELA02,2026-03-18,Practice,1,20,15,75.0,0
AS01631,L074,ELA02,2026-04-15,Practice,1,13,11,84.6,0
AS01632,L074,ELA02,2026-05-14,Test,2,16,12,75.0,1
AS01633,L074,ELA02,2026-05-18,Practice,1,14,11,78.6,0
AS01634,L074,ELA02,2026-07-08,Quiz,1,19,14,73.7,0
AS01635,L074,ELA02,2026-07-13,Quiz,1,20,15,75.0,0
AS01636,L074,SCI02,2025-09-12,Practice,2,16,13,81.2,1
AS01637,L074,SCI02,2026-02-24,Quiz,1,17,14,82.4,0
AS01638,L074,SCI02,2026-03-04,Quiz,1,16,13,81.2,0
AS01639,L074,SCI02,2026-03-19,Practice,1,14,11,78.6,0
AS01640,L074,SCI02,2026-04-20,Quiz,2,17,13,76.5,1
AS01641,L074,SCI02,2026-06-20,Test,1,19,15,78.9,0
AS01642,L074,READ01,2025-09-19,Test,2,12,9,75.0,1
AS01643,L074,READ01,2025-09-25,Quiz,2,18,15,83.3,1
AS01644,L074,READ01,2025-10-17,Practice,1,18,15,83.3,0
AS01645,L074,READ01,2025-12-27,Practice,2,12,9,75.0,1
AS01646,L074,READ01,2026-03-06,Quiz,1,14,11,78.6,0
AS01647,L074,READ01,2026-03-15,Quiz,1,13,10,76.9,0
AS01648,L074,READ01,2026-08-29,Quiz,2,18,13,72.2,1
AS01649,L075,MATH04,2025-11-30,Quiz,1,16,13,81.2,0
AS01650,L075,MATH04,2026-01-26,Quiz,1,10,7,70.0,0
AS01651,L075,MATH04,2026-04-29,Quiz,1,19,13,68.4,0
AS01652,L075,MATH04,2026-06-08,Quiz,1,11,9,81.8,0
AS01653,L075,MATH04,2026-06-21,Practice,2,18,14,77.8,1
AS01654,L075,MATH04,2026-08-02,Test,1,18,14,77.8,0
AS01655,L075,ELA04,2025-09-05,Quiz,1,14,12,85.7,0
AS01656,L075,ELA04,2025-11-18,Quiz,1,18,14,77.8,0
AS01657,L075,ELA04,2025-11-27,Quiz,2,16,12,75.0,1
AS01658,L075,ELA04,2025-12-05,Quiz,2,17,13,76.5,1
AS01659,L075,ELA04,2026-01-04,Practice,1,13,10,76.9,0
AS01660,L075,ELA04,2026-02-14,Practice,1,19,15,78.9,0
AS01661,L075,ELA04,2026-06-01,Test,1,13,10,76.9,0
AS01662,L075,READ01,2025-09-22,Practice,2,16,12,75.0,1
AS01663,L075,READ01,2025-10-05,Practice,1,17,13,76.5,0
AS01664,L075,READ01,2025-11-22,Test,1,20,14,70.0,0
AS01665,L075,READ01,2026-01-06,Test,1,18,14,77.8,0
AS01666,L075,READ01,2026-07-08,Test,1,17,14,82.4,0
AS01667,L075,READ01,2026-07-25,Test,1,15,12,80.0,0
AS01668,L076,ELA02,2025-09-19,Practice,1,11,9,81.8,0
AS01669,L076,ELA02,2025-11-04,Practice,1,14,12,85.7,0
AS01670,L076,ELA02,2025-11-25,Practice,1,16,14,87.5,0
AS01671,L076,ELA02,2025-12-15,Quiz,1,10,8,80.0,0
AS01672,L076,ELA02,2026-01-07,Test,1,10,9,90.0,0
AS01673,L076,ELA02,2026-03-28,Test,1,12,10,83.3,0
AS01674,L076,ELA02,2026-05-14,Practice,1,12,10,83.3,0
AS01675,L076,ELA02,2026-05-16,Quiz,1,16,14,87.5,0
AS01676,L076,ELA02,2026-05-27,Practice,1,13,12,92.3,0
AS01677,L076,MATH02,2025-11-06,Quiz,1,10,8,80.0,0
AS01678,L076,MATH02,2025-12-14,Practice,1,20,17,85.0,0
AS01679,L076,MATH02,2026-03-10,Practice,2,15,13,86.7,1
AS01680,L076,MATH02,2026-03-24,Practice,1,16,15,93.8,0
AS01681,L076,MATH02,2026-04-01,Practice,1,11,9,81.8,0
AS01682,L076,MATH02,2026-04-26,Quiz,1,18,15,83.3,0
AS01683,L076,MATH02,2026-04-27,Practice,2,17,14,82.4,1
AS01684,L076,MATH02,2026-04-27,Test,1,13,12,92.3,0
AS01685,L076,MATH02,2026-08-31,Quiz,2,12,10,83.3,1
AS01686,L076,READ01,2025-09-13,Quiz,1,20,17,85.0,0
AS01687,L076,READ01,2025-10-01,Test,1,17,13,76.5,0
AS01688,L076,READ01,2025-12-21,Practice,1,17,15,88.2,0
AS01689,L076,READ01,2026-01-17,Test,1,14,12,85.7,0
AS01690,L076,READ01,2026-05-19,Practice,1,19,17,89.5,0
AS01691,L076,READ01,2026-06-15,Test,1,17,14,82.4,0
AS01692,L076,READ01,2026-08-31,Test,1,10,9,90.0,0
AS01693,L077,SCI01,2025-11-18,Quiz,2,14,9,64.3,1
AS01694,L077,SCI01,2026-02-17,Practice,1,11,8,72.7,0
AS01695,L077,SCI01,2026-03-13,Quiz,2,16,11,68.8,1
AS01696,L077,SCI01,2026-04-14,Quiz,2,14,10,71.4,1
AS01697,L077,SCI01,2026-07-23,Quiz,1,13,9,69.2,0
AS01698,L077,SCI01,2026-08-05,Quiz,1,16,11,68.8,0
AS01699,L077,READ01,2025-09-01,Quiz,1,17,10,58.8,0
AS01700,L077,READ01,2025-09-20,Quiz,1,17,12,70.6,0
AS01701,L077,READ01,2025-10-04,Quiz,1,20,14,70.0,0
AS01702,L077,READ01,2025-11-23,Practice,1,20,13,65.0,0
AS01703,L077,READ01,2025-12-17,Practice,1,19,12,63.2,0
AS01704,L077,READ01,2026-01-09,Practice,1,17,12,70.6,0
AS01705,L077,READ01,2026-01-14,Test,1,19,14,73.7,0
AS01706,L077,READ01,2026-06-08,Practice,1,15,11,73.3,0
AS01707,L077,READ01,2026-06-18,Test,2,18,12,66.7,1
AS01708,L077,MATH01,2025-09-12,Test,2,18,11,61.1,1
AS01709,L077,MATH01,2025-12-25,Test,2,16,11,68.8,1
AS01710,L077,MATH01,2026-01-04,Practice,1,14,10,71.4,0
AS01711,L077,MATH01,2026-01-18,Test,1,11,7,63.6,0
AS01712,L077,MATH01,2026-02-16,Quiz,1,13,9,69.2,0
AS01713,L077,MATH01,2026-04-11,Quiz,1,13,9,69.2,0
AS01714,L077,MATH01,2026-05-06,Test,1,11,8,72.7,0
AS01715,L077,MATH01,2026-07-02,Practice,1,15,10,66.7,0
AS01716,L078,SCI03,2025-10-12,Quiz,1,11,8,72.7,0
AS01717,L078,SCI03,2025-11-23,Practice,1,16,12,75.0,0
AS01718,L078,SCI03,2026-01-03,Quiz,1,12,9,75.0,0
AS01719,L078,SCI03,2026-02-01,Quiz,1,15,12,80.0,0
AS01720,L078,SCI03,2026-02-17,Practice,2,14,10,71.4,1
AS01721,L078,SCI03,2026-05-05,Practice,1,16,13,81.2,0
AS01722,L078,SCI03,2026-06-18,Practice,1,16,13,81.2,0
AS01723,L078,SCI03,2026-07-17,Quiz,1,13,10,76.9,0
AS01724,L078,SCI03,2026-08-06,Practice,1,15,12,80.0,0
AS01725,L078,MATH04,2025-09-05,Test,1,11,8,72.7,0
AS01726,L078,MATH04,2025-10-13,Quiz,1,20,16,80.0,0
AS01727,L078,MATH04,2025-10-13,Quiz,1,10,8,80.0,0
AS01728,L078,MATH04,2025-10-13,Practice,2,12,9,75.0,1
AS01729,L078,MATH04,2025-10-22,Test,1,20,16,80.0,0
AS01730,L078,MATH04,2025-11-16,Quiz,1,15,11,73.3,0
AS01731,L078,MATH04,2026-04-08,Practice,1,10,8,80.0,0
AS01732,L078,MATH04,2026-05-11,Test,2,15,12,80.0,1
AS01733,L078,MATH04,2026-06-04,Test,1,11,8,72.7,0
AS01734,L078,ELA04,2025-10-26,Test,2,19,14,73.7,1
AS01735,L078,ELA04,2025-11-27,Practice,1,11,9,81.8,0
AS01736,L078,ELA04,2025-12-08,Test,2,12,9,75.0,1
AS01737,L078,ELA04,2026-01-15,Test,2,14,10,71.4,1
AS01738,L078,ELA04,2026-03-20,Test,2,18,12,66.7,1
AS01739,L078,ELA04,2026-05-10,Quiz,1,13,10,76.9,0
AS01740,L079,READ01,2025-11-23,Practice,1,14,12,85.7,0
AS01741,L079,READ01,2026-02-04,Quiz,1,16,15,93.8,0
AS01742,L079,READ01,2026-02-21,Quiz,1,14,13,92.9,0
AS01743,L079,READ01,2026-03-03,Test,1,13,12,92.3,0
AS01744,L079,READ01,2026-04-20,Quiz,2,12,12,100.0,1
AS01745,L079,READ01,2026-05-01,Quiz,1,19,19,100.0,0
AS01746,L079,READ01,2026-05-19,Quiz,1,11,11,100.0,0
AS01747,L079,READ01,2026-08-07,Practice,1,12,12,100.0,0
AS01748,L079,READ01,2026-08-22,Test,1,15,14,93.3,0
AS01749,L079,ELA01,2025-11-02,Practice,1,18,15,83.3,0
AS01750,L079,ELA01,2026-03-29,Test,1,13,12,92.3,0
AS01751,L079,ELA01,2026-04-11,Practice,1,10,9,90.0,0
AS01752,L079,ELA01,2026-05-05,Quiz,1,13,12,92.3,0
AS01753,L079,ELA01,2026-07-27,Practice,1,10,9,90.0,0
AS01754,L079,ELA01,2026-08-09,Practice,1,16,15,93.8,0
AS01755,L079,ELA01,2026-08-10,Practice,1,17,16,94.1,0
AS01756,L079,SCI01,2025-11-08,Quiz,2,12,11,91.7,1
AS01757,L079,SCI01,2026-02-09,Practice,1,14,14,100.0,0
AS01758,L079,SCI01,2026-02-15,Quiz,1,15,14,93.3,0
AS01759,L079,SCI01,2026-04-05,Practice,1,13,12,92.3,0
AS01760,L079,SCI01,2026-04-19,Test,1,14,14,100.0,0
AS01761,L079,SCI01,2026-06-18,Quiz,1,12,11,91.7,0
AS01762,L079,SCI01,2026-08-04,Practice,1,20,19,95.0,0
AS01763,L079,SCI01,2026-08-29,Quiz,1,19,18,94.7,0
AS01764,L080,READ01,2025-11-15,Test,1,20,15,75.0,0
AS01765,L080,READ01,2025-12-13,Practice,2,18,13,72.2,1
AS01766,L080,READ01,2025-12-18,Test,1,18,13,72.2,0
AS01767,L080,READ01,2026-02-18,Test,2,19,14,73.7,1
AS01768,L080,READ01,2026-05-06,Test,1,10,8,80.0,0
AS01769,L080,READ01,2026-05-15,Test,1,19,14,73.7,0
AS01770,L080,SCI03,2025-09-10,Test,1,16,12,75.0,0
AS01771,L080,SCI03,2025-09-23,Practice,2,19,13,68.4,1
AS01772,L080,SCI03,2025-10-03,Practice,2,19,14,73.7,1
AS01773,L080,SCI03,2026-01-24,Quiz,1,14,11,78.6,0
AS01774,L080,SCI03,2026-02-18,Test,1,13,10,76.9,0
AS01775,L080,SCI03,2026-03-28,Quiz,1,14,11,78.6,0
AS01776,L080,SCI03,2026-05-01,Quiz,2,18,14,77.8,1
AS01777,L080,SCI03,2026-06-29,Quiz,1,17,14,82.4,0
AS01778,L080,SCI03,2026-07-19,Quiz,2,16,12,75.0,1
AS01779,L080,ELA04,2025-09-09,Test,2,20,14,70.0,1
AS01780,L080,ELA04,2026-02-04,Test,1,13,10,76.9,0
AS01781,L080,ELA04,2026-04-02,Quiz,1,14,10,71.4,0
AS01782,L080,ELA04,2026-05-15,Practice,1,16,12,75.0,0
AS01783,L080,ELA04,2026-06-02,Quiz,1,12,9,75.0,0
AS01784,L080,ELA04,2026-06-07,Quiz,1,10,7,70.0,0
AS01785,L080,ELA04,2026-07-05,Practice,1,15,12,80.0,0
AS01786,L080,ELA04,2026-07-25,Test,2,10,8,80.0,1
AS01787,L081,READ01,2025-11-22,Practice,1,13,9,69.2,0
AS01788,L081,READ01,2025-11-26,Practice,1,11,7,63.6,0
AS01789,L081,READ01,2026-01-10,Test,1,14,9,64.3,0
AS01790,L081,READ01,2026-01-28,Quiz,1,18,12,66.7,0
AS01791,L081,READ01,2026-04-01,Quiz,1,12,8,66.7,0
AS01792,L081,READ01,2026-04-07,Practice,2,13,9,69.2,1
AS01793,L081,READ01,2026-08-03,Practice,2,12,9,75.0,1
AS01794,L081,READ01,2026-08-10,Test,2,15,10,66.7,1
AS01795,L081,MATH01,2025-10-13,Quiz,2,15,10,66.7,1
AS01796,L081,MATH01,2025-10-18,Test,1,18,12,66.7,0
AS01797,L081,MATH01,2025-11-02,Test,1,10,7,70.0,0
AS01798,L081,MATH01,2026-01-21,Quiz,1,11,8,72.7,0
AS01799,L081,MATH01,2026-03-02,Test,1,12,8,66.7,0
AS01800,L081,MATH01,2026-05-05,Test,2,18,13,72.2,1
AS01801,L081,MATH01,2026-05-20,Practice,2,15,11,73.3,1
AS01802,L081,MATH01,2026-07-12,Test,2,16,10,62.5,1
AS01803,L081,MATH01,2026-08-09,Quiz,2,16,11,68.8,1
AS01804,L081,ELA01,2025-10-05,Quiz,1,15,9,60.0,0
AS01805,L081,ELA01,2025-12-26,Quiz,2,10,7,70.0,1
AS01806,L081,ELA01,2026-03-18,Quiz,1,10,7,70.0,0
AS01807,L081,ELA01,2026-04-23,Test,1,20,13,65.0,0
AS01808,L081,ELA01,2026-05-12,Quiz,1,15,10,66.7,0
AS01809,L081,ELA01,2026-06-13,Quiz,1,15,11,73.3,0
AS01810,L081,ELA01,2026-06-28,Test,1,12,8,66.7,0
AS01811,L081,ELA01,2026-08-03,Quiz,1,18,13,72.2,0
AS01812,L081,ELA01,2026-08-24,Practice,2,19,13,68.4,1
AS01813,L082,READ01,2025-09-17,Quiz,1,16,13,81.2,0
AS01814,L082,READ01,2025-11-01,Test,1,10,8,80.0,0
AS01815,L082,READ01,2026-01-04,Practice,1,12,10,83.3,0
AS01816,L082,READ01,2026-02-07,Practice,2,12,9,75.0,1
AS01817,L082,READ01,2026-02-10,Practice,1,11,8,72.7,0
AS01818,L082,READ01,2026-06-02,Test,1,11,8,72.7,0
AS01819,L082,READ01,2026-07-17,Quiz,1,14,10,71.4,0
AS01820,L082,READ01,2026-07-24,Test,1,14,12,85.7,0
AS01821,L082,ELA04,2025-10-22,Practice,2,11,9,81.8,1
AS01822,L082,ELA04,2025-11-10,Quiz,1,15,13,86.7,0
AS01823,L082,ELA04,2026-03-05,Test,1,12,9,75.0,0
AS01824,L082,ELA04,2026-05-27,Practice,1,11,9,81.8,0
AS01825,L082,ELA04,2026-07-04,Test,1,14,11,78.6,0
AS01826,L082,ELA04,2026-07-06,Quiz,1,18,15,83.3,0
AS01827,L082,MATH04,2025-09-21,Practice,1,11,9,81.8,0
AS01828,L082,MATH04,2025-10-22,Quiz,1,10,8,80.0,0
AS01829,L082,MATH04,2026-01-31,Practice,2,19,17,89.5,1
AS01830,L082,MATH04,2026-02-07,Practice,1,10,9,90.0,0
AS01831,L082,MATH04,2026-03-26,Practice,1,16,13,81.2,0
AS01832,L082,MATH04,2026-04-04,Test,1,12,9,75.0,0
AS01833,L082,MATH04,2026-06-10,Quiz,2,13,11,84.6,1
AS01834,L082,MATH04,2026-08-03,Test,1,12,10,83.3,0
AS01835,L083,READ01,2025-09-09,Test,1,12,8,66.7,0
AS01836,L083,READ01,2025-11-04,Practice,2,18,12,66.7,1
AS01837,L083,READ01,2025-12-21,Practice,1,10,7,70.0,0
AS01838,L083,READ01,2026-04-29,Quiz,1,19,13,68.4,0
AS01839,L083,READ01,2026-07-20,Quiz,1,17,13,76.5,0
AS01840,L083,READ01,2026-08-29,Test,2,16,12,75.0,1
AS01841,L083,ELA04,2025-11-09,Test,2,14,10,71.4,1
AS01842,L083,ELA04,2025-12-08,Practice,1,11,7,63.6,0
AS01843,L083,ELA04,2026-01-28,Quiz,1,20,15,75.0,0
AS01844,L083,ELA04,2026-02-24,Quiz,2,11,7,63.6,1
AS01845,L083,ELA04,2026-03-27,Test,1,14,9,64.3,0
AS01846,L083,ELA04,2026-03-30,Test,1,12,8,66.7,0
AS01847,L083,ELA04,2026-05-29,Quiz,1,11,8,72.7,0
AS01848,L083,ELA04,2026-06-24,Quiz,1,12,8,66.7,0
AS01849,L083,ELA04,2026-06-30,Test,1,13,9,69.2,0
AS01850,L083,SCI03,2025-10-28,Quiz,2,19,13,68.4,1
AS01851,L083,SCI03,2025-11-08,Quiz,1,11,8,72.7,0
AS01852,L083,SCI03,2025-12-21,Quiz,2,16,11,68.8,1
AS01853,L083,SCI03,2026-01-20,Test,2,17,12,70.6,1
AS01854,L083,SCI03,2026-03-22,Practice,1,20,15,75.0,0
AS01855,L083,SCI03,2026-08-17,Practice,1,15,11,73.3,0
AS01856,L084,SCI03,2025-11-14,Test,1,13,10,76.9,0
AS01857,L084,SCI03,2025-12-13,Practice,1,13,10,76.9,0
AS01858,L084,SCI03,2025-12-15,Quiz,2,16,12,75.0,1
AS01859,L084,SCI03,2026-02-28,Quiz,1,16,13,81.2,0
AS01860,L084,SCI03,2026-03-19,Test,1,10,8,80.0,0
AS01861,L084,SCI03,2026-04-16,Quiz,2,14,11,78.6,1
AS01862,L084,SCI03,2026-07-23,Practice,2,14,11,78.6,1
AS01863,L084,SCI03,2026-08-06,Quiz,1,12,9,75.0,0
AS01864,L084,MATH04,2025-10-04,Practice,1,13,9,69.2,0
AS01865,L084,MATH04,2025-12-24,Practice,1,17,13,76.5,0
AS01866,L084,MATH04,2026-02-03,Practice,1,12,9,75.0,0
AS01867,L084,MATH04,2026-02-26,Quiz,2,12,9,75.0,1
AS01868,L084,MATH04,2026-04-19,Quiz,1,20,16,80.0,0
AS01869,L084,MATH04,2026-04-21,Quiz,1,18,14,77.8,0
AS01870,L084,MATH04,2026-05-30,Practice,1,11,9,81.8,0
AS01871,L084,MATH04,2026-06-28,Quiz,2,18,14,77.8,1
AS01872,L084,MATH04,2026-07-27,Test,1,14,11,78.6,0
AS01873,L084,READ01,2025-09-11,Test,1,13,9,69.2,0
AS01874,L084,READ01,2025-10-03,Test,1,18,14,77.8,0
AS01875,L084,READ01,2025-10-25,Test,1,18,14,77.8,0
AS01876,L084,READ01,2026-01-02,Quiz,1,17,13,76.5,0
AS01877,L084,READ01,2026-01-08,Practice,1,12,10,83.3,0
AS01878,L084,READ01,2026-01-23,Practice,1,18,14,77.8,0
AS01879,L084,READ01,2026-03-26,Quiz,1,10,8,80.0,0
AS01880,L084,READ01,2026-06-18,Test,1,11,9,81.8,0
AS01881,L085,MATH01,2025-12-12,Quiz,1,19,18,94.7,0
AS01882,L085,MATH01,2026-01-07,Quiz,1,16,15,93.8,0
AS01883,L085,MATH01,2026-01-18,Practice,1,13,13,100.0,0
AS01884,L085,MATH01,2026-03-25,Quiz,1,15,14,93.3,0
AS01885,L085,MATH01,2026-06-28,Quiz,1,18,18,100.0,0
AS01886,L085,MATH01,2026-07-06,Quiz,1,16,15,93.8,0
AS01887,L085,MATH01,2026-07-19,Quiz,1,11,11,100.0,0
AS01888,L085,MATH01,2026-08-09,Quiz,1,13,13,100.0,0
AS01889,L085,MATH01,2026-08-23,Test,1,13,13,100.0,0
AS01890,L085,SCI01,2025-10-23,Quiz,1,13,12,92.3,0
AS01891,L085,SCI01,2025-11-09,Test,1,10,10,100.0,0
AS01892,L085,SCI01,2025-12-23,Practice,1,16,15,93.8,0
AS01893,L085,SCI01,2026-04-14,Practice,1,20,18,90.0,0
AS01894,L085,SCI01,2026-06-08,Quiz,2,13,12,92.3,1
AS01895,L085,SCI01,2026-08-15,Practice,1,19,19,100.0,0
AS01896,L085,READ01,2025-09-23,Practice,1,10,10,100.0,0
AS01897,L085,READ01,2025-11-25,Practice,1,13,12,92.3,0
AS01898,L085,READ01,2026-01-20,Test,2,11,11,100.0,1
AS01899,L085,READ01,2026-05-02,Practice,1,13,13,100.0,0
AS01900,L085,READ01,2026-06-05,Practice,1,10,9,90.0,0
AS01901,L085,READ01,2026-08-03,Test,1,15,15,100.0,0
AS01902,L085,READ01,2026-08-19,Quiz,2,12,11,91.7,1
AS01903,L086,ELA04,2025-11-20,Quiz,1,10,7,70.0,0
AS01904,L086,ELA04,2025-11-28,Practice,2,13,10,76.9,1
AS01905,L086,ELA04,2025-12-08,Practice,2,17,13,76.5,1
AS01906,L086,ELA04,2025-12-29,Quiz,1,13,9,69.2,0
AS01907,L086,ELA04,2026-01-19,Test,1,11,9,81.8,0
AS01908,L086,ELA04,2026-08-08,Practice,1,13,10,76.9,0
AS01909,L086,READ01,2025-09-04,Test,1,10,7,70.0,0
AS01910,L086,READ01,2025-10-03,Quiz,2,16,11,68.8,1
AS01911,L086,READ01,2025-11-18,Practice,2,13,9,69.2,1
AS01912,L086,READ01,2025-11-21,Test,1,11,8,72.7,0
AS01913,L086,READ01,2025-11-27,Test,2,12,8,66.7,1
AS01914,L086,READ01,2026-03-11,Test,1,18,13,72.2,0
AS01915,L086,READ01,2026-03-13,Test,1,19,14,73.7,0
AS01916,L086,READ01,2026-05-01,Quiz,1,15,11,73.3,0
AS01917,L086,READ01,2026-08-19,Test,1,19,13,68.4,0
AS01918,L086,MATH04,2025-11-28,Test,1,14,10,71.4,0
AS01919,L086,MATH04,2026-01-21,Practice,2,10,7,70.0,1
AS01920,L086,MATH04,2026-02-09,Practice,1,16,11,68.8,0
AS01921,L086,MATH04,2026-04-06,Quiz,1,11,8,72.7,0
AS01922,L086,MATH04,2026-04-16,Quiz,1,12,10,83.3,0
AS01923,L086,MATH04,2026-04-18,Quiz,1,18,13,72.2,0
AS01924,L086,MATH04,2026-07-10,Test,1,18,12,66.7,0
AS01925,L087,MATH04,2025-09-28,Test,1,10,8,80.0,0
AS01926,L087,MATH04,2025-11-04,Quiz,1,18,15,83.3,0
AS01927,L087,MATH04,2025-12-02,Practice,1,18,15,83.3,0
AS01928,L087,MATH04,2025-12-28,Practice,1,18,15,83.3,0
AS01929,L087,MATH04,2026-01-02,Quiz,1,14,11,78.6,0
AS01930,L087,MATH04,2026-05-24,Practice,2,12,10,83.3,1
AS01931,L087,MATH04,2026-06-03,Quiz,1,13,11,84.6,0
AS01932,L087,SCI03,2025-10-07,Test,1,20,16,80.0,0
AS01933,L087,SCI03,2025-11-15,Test,1,15,11,73.3,0
AS01934,L087,SCI03,2026-04-05,Practice,1,14,12,85.7,0
AS01935,L087,SCI03,2026-04-15,Quiz,2,10,8,80.0,1
AS01936,L087,SCI03,2026-05-24,Test,1,10,7,70.0,0
AS01937,L087,SCI03,2026-07-17,Test,1,10,8,80.0,0
AS01938,L087,ELA04,2025-10-12,Practice,1,11,9,81.8,0
AS01939,L087,ELA04,2025-10-13,Test,1,11,9,81.8,0
AS01940,L087,ELA04,2025-11-24,Test,1,20,15,75.0,0
AS01941,L087,ELA04,2026-02-13,Quiz,2,19,15,78.9,1
AS01942,L087,ELA04,2026-06-27,Test,1,15,12,80.0,0
AS01943,L087,ELA04,2026-07-24,Test,1,11,9,81.8,0
AS01944,L088,SCI03,2025-10-14,Practice,1,19,14,73.7,0
AS01945,L088,SCI03,2025-11-15,Quiz,2,17,11,64.7,1
AS01946,L088,SCI03,2025-11-21,Practice,2,12,8,66.7,1
