activity_id,learner_id,course_id,activity_date,lesson_id,session_minutes,activities_completed,participation_rate,completion_percentage
A00361,L007,SCI01,2026-08-19,SCI01_L10,31,3,57.2,71.2
A00362,L007,SCI01,2026-04-29,SCI01_L05,34,4,50.6,56.6
A00363,L007,SCI01,2025-09-17,SCI01_L04,40,1,59.6,67.7
A00364,L007,SCI01,2026-01-26,SCI01_L12,17,3,52.8,69.3
A00365,L007,SCI01,2026-01-23,SCI01_L12,40,5,57.0,72.7
A00366,L007,READ01,2025-10-07,READ01_L11,38,3,71.2,51.9
A00367,L007,READ01,2025-12-29,READ01_L05,25,5,56.1,54.0
A00368,L007,READ01,2026-07-18,READ01_L10,36,3,59.0,79.4
A00369,L007,READ01,2026-08-05,READ01_L13,33,2,53.1,37.2
A00370,L007,READ01,2025-12-11,READ01_L07,32,2,53.2,44.8
A00371,L007,READ01,2025-10-29,READ01_L09,31,1,46.8,55.9
A00372,L007,READ01,2025-12-25,READ01_L11,20,3,58.7,49.7
A00373,L007,READ01,2025-11-16,READ01_L05,43,1,60.6,62.0
A00374,L007,READ01,2025-11-12,READ01_L02,37,3,56.8,47.7
A00375,L007,READ01,2025-10-01,READ01_L03,26,4,55.5,55.8
A00376,L007,READ01,2026-02-05,READ01_L10,31,2,73.3,55.1
A00377,L007,READ01,2026-06-19,READ01_L05,19,3,43.6,49.7
A00378,L007,READ01,2026-04-13,READ01_L02,39,2,45.4,47.2
A00379,L007,READ01,2026-04-28,READ01_L12,39,3,71.0,60.3
A00380,L007,READ01,2026-02-03,READ01_L12,26,3,40.8,29.0
A00381,L007,READ01,2026-03-26,READ01_L05,33,3,57.0,49.2
A00382,L007,READ01,2026-05-15,READ01_L09,35,2,59.4,76.3
A00383,L007,ELA01,2026-04-13,ELA01_L02,32,4,57.3,60.1
A00384,L007,ELA01,2026-07-04,ELA01_L01,34,2,65.7,70.0
A00385,L007,ELA01,2026-04-10,ELA01_L12,33,3,48.9,46.4
A00386,L007,ELA01,2026-02-13,ELA01_L10,17,2,57.0,58.1
A00387,L007,ELA01,2026-01-07,ELA01_L01,24,4,59.3,48.9
A00388,L007,ELA01,2025-10-17,ELA01_L04,35,2,65.8,87.1
A00389,L007,ELA01,2026-08-12,ELA01_L10,39,4,48.5,40.5
A00390,L007,ELA01,2026-06-28,ELA01_L01,30,3,69.2,72.3
A00391,L007,ELA01,2026-08-11,ELA01_L05,38,4,57.0,36.0
A00392,L007,ELA01,2026-06-23,ELA01_L01,19,4,68.5,82.0
A00393,L007,ELA01,2025-11-29,ELA01_L08,29,2,49.3,46.7
A00394,L007,ELA01,2026-05-24,ELA01_L11,38,4,55.6,72.3
A00395,L007,ELA01,2026-04-15,ELA01_L05,30,1,53.6,43.9
A00396,L007,ELA01,2025-12-02,ELA01_L10,45,2,65.8,58.7
A00397,L007,ELA01,2026-04-12,ELA01_L11,34,2,57.8,62.9
A00398,L007,ELA01,2026-05-10,ELA01_L02,32,3,54.3,54.3
A00399,L007,ELA01,2026-04-29,ELA01_L06,31,3,54.6,50.1
A00400,L007,MATH01,2026-02-18,MATH01_L06,45,3,56.0,52.4
A00401,L007,MATH01,2026-08-10,MATH01_L02,29,4,63.6,68.1
A00402,L007,MATH01,2025-11-22,MATH01_L06,35,1,57.2,43.7
A00403,L007,MATH01,2026-03-30,MATH01_L12,33,5,48.5,75.3
A00404,L007,MATH01,2026-05-12,MATH01_L05,36,1,63.2,56.6
A00405,L007,MATH01,2026-08-06,MATH01_L07,27,3,51.8,46.1
A00406,L007,MATH01,2026-06-09,MATH01_L01,38,2,42.2,45.1
A00407,L007,MATH01,2026-04-21,MATH01_L02,25,1,74.6,71.2
A00408,L007,MATH01,2026-02-09,MATH01_L05,48,2,66.9,72.8
A00409,L007,MATH01,2026-02-13,MATH01_L02,31,6,54.3,36.3
A00410,L007,MATH01,2026-03-26,MATH01_L09,36,4,60.1,61.3
A00411,L007,MATH01,2025-09-01,MATH01_L11,29,3,60.5,56.4
A00412,L007,MATH01,2026-06-05,MATH01_L08,29,3,63.0,62.7
A00413,L007,MATH01,2026-03-31,MATH01_L01,32,1,67.1,82.2
A00414,L007,MATH01,2025-12-06,MATH01_L09,27,2,50.8,67.3
A00415,L007,MATH01,2026-03-05,MATH01_L10,57,4,41.0,43.6
A00416,L008,ELA03,2026-07-18,ELA03_L08,40,4,75.4,83.1
A00417,L008,ELA03,2025-09-27,ELA03_L04,38,4,80.3,78.4
A00418,L008,ELA03,2026-01-15,ELA03_L09,46,4,74.3,39.0
A00419,L008,ELA03,2025-11-07,ELA03_L05,39,4,81.1,76.4
A00420,L008,ELA03,2026-04-13,ELA03_L12,45,3,84.8,89.7
A00421,L008,ELA03,2026-05-07,ELA03_L02,26,3,68.0,78.4
A00422,L008,ELA03,2025-09-15,ELA03_L11,41,5,83.4,89.6
A00423,L008,ELA03,2026-07-09,ELA03_L04,41,5,70.7,79.7
A00424,L008,ELA03,2026-08-30,ELA03_L03,43,4,85.3,98.2
A00425,L008,ELA03,2026-02-07,ELA03_L09,30,4,75.6,66.7
A00426,L008,ELA03,2025-09-08,ELA03_L09,36,3,70.4,66.7
A00427,L008,ELA03,2026-03-28,ELA03_L02,39,4,60.7,50.9
A00428,L008,ELA03,2025-12-25,ELA03_L02,45,2,81.1,71.9
A00429,L008,ELA03,2026-04-25,ELA03_L02,30,5,69.7,67.3
A00430,L008,ELA03,2026-07-29,ELA03_L03,21,4,73.7,58.8
A00431,L008,ELA03,2026-05-14,ELA03_L12,39,5,76.3,60.6
A00432,L008,ELA03,2026-01-28,ELA03_L09,39,6,51.7,66.5
A00433,L008,SCI02,2026-04-01,SCI02_L14,33,5,77.5,65.8
A00434,L008,SCI02,2026-05-06,SCI02_L08,41,5,79.6,100.0
A00435,L008,SCI02,2026-01-03,SCI02_L08,33,4,78.9,57.7
A00436,L008,SCI02,2026-06-10,SCI02_L03,34,3,70.3,72.1
A00437,L008,SCI02,2026-03-16,SCI02_L04,46,4,69.2,69.1
A00438,L008,SCI02,2026-07-04,SCI02_L09,38,5,73.2,62.8
A00439,L008,SCI02,2025-11-09,SCI02_L14,35,2,70.5,60.7
A00440,L008,SCI02,2025-10-06,SCI02_L05,44,4,72.0,74.3
A00441,L008,SCI02,2026-04-01,SCI02_L06,36,4,82.6,81.4
A00442,L008,SCI02,2026-05-18,SCI02_L05,33,1,77.9,76.3
A00443,L008,SCI02,2025-09-02,SCI02_L05,45,5,87.2,100.0
A00444,L008,SCI02,2026-01-31,SCI02_L14,39,3,76.5,72.7
A00445,L008,SCI02,2026-06-28,SCI02_L10,47,4,80.7,75.3
A00446,L008,SCI02,2026-08-04,SCI02_L08,42,2,75.8,48.3
A00447,L008,ELA02,2026-04-17,ELA02_L09,27,3,71.4,69.6
A00448,L008,ELA02,2026-05-06,ELA02_L06,49,4,72.2,75.8
A00449,L008,ELA02,2026-02-18,ELA02_L09,28,5,80.8,79.9
A00450,L008,ELA02,2026-06-06,ELA02_L07,29,2,81.2,91.0
A00451,L008,ELA02,2026-04-22,ELA02_L06,30,3,78.8,92.3
A00452,L008,ELA02,2025-12-06,ELA02_L12,50,3,66.3,74.0
A00453,L008,ELA02,2026-01-01,ELA02_L10,42,3,73.2,71.2
A00454,L008,ELA02,2026-03-16,ELA02_L04,29,5,76.1,70.0
A00455,L008,ELA02,2026-03-30,ELA02_L01,29,1,74.0,71.7
A00456,L008,ELA02,2026-02-10,ELA02_L12,44,4,95.1,92.0
A00457,L008,ELA02,2026-05-01,ELA02_L12,42,3,76.0,89.4
A00458,L008,ELA02,2026-03-15,ELA02_L07,43,4,81.5,81.8
A00459,L008,MATH03,2026-05-12,MATH03_L01,42,3,81.2,74.3
A00460,L008,MATH03,2025-11-04,MATH03_L09,50,3,76.6,59.0
A00461,L008,MATH03,2026-06-30,MATH03_L06,38,4,77.1,80.1
A00462,L008,MATH03,2025-10-22,MATH03_L08,49,2,74.0,64.1
A00463,L008,MATH03,2025-10-22,MATH03_L09,24,4,75.0,94.9
A00464,L008,MATH03,2026-04-22,MATH03_L01,39,3,76.0,68.6
A00465,L008,MATH03,2025-11-13,MATH03_L07,35,5,72.8,79.5
A00466,L008,MATH03,2026-08-02,MATH03_L03,39,4,66.9,80.6
A00467,L008,MATH03,2025-10-09,MATH03_L08,29,3,88.5,73.4
A00468,L008,MATH03,2026-01-14,MATH03_L06,41,5,73.9,73.0
A00469,L008,MATH03,2026-07-17,MATH03_L12,38,3,73.3,98.3
A00470,L008,MATH03,2026-03-23,MATH03_L11,39,6,62.9,63.0
A00471,L009,READ01,2026-02-16,READ01_L14,35,4,74.8,91.3
A00472,L009,READ01,2026-08-12,READ01_L14,50,2,58.6,55.4
A00473,L009,READ01,2026-06-01,READ01_L07,42,2,72.9,78.4
A00474,L009,READ01,2026-02-10,READ01_L11,26,4,92.5,84.6
A00475,L009,READ01,2026-05-08,READ01_L14,38,3,79.7,85.6
A00476,L009,READ01,2026-06-05,READ01_L01,36,5,90.8,75.2
A00477,L009,READ01,2026-07-14,READ01_L02,41,5,68.7,72.9
A00478,L009,READ01,2025-12-30,READ01_L11,37,3,73.8,81.1
A00479,L009,READ01,2026-08-17,READ01_L05,34,3,83.4,86.6
A00480,L009,READ01,2025-12-26,READ01_L12,37,6,72.8,69.9
A00481,L009,READ01,2025-10-17,READ01_L07,32,5,73.5,71.3
A00482,L009,ELA01,2026-07-22,ELA01_L12,48,5,71.1,63.9
A00483,L009,ELA01,2025-10-22,ELA01_L08,45,3,61.4,70.9
A00484,L009,ELA01,2025-11-25,ELA01_L12,45,3,60.6,69.3
A00485,L009,ELA01,2026-02-01,ELA01_L01,30,3,76.4,84.7
A00486,L009,ELA01,2025-09-24,ELA01_L06,42,6,77.2,58.4
A00487,L009,ELA01,2025-09-29,ELA01_L05,38,3,89.3,73.3
A00488,L009,ELA01,2026-03-03,ELA01_L06,45,4,74.8,93.0
A00489,L009,ELA01,2026-04-09,ELA01_L03,37,3,64.7,69.1
A00490,L009,ELA01,2026-01-04,ELA01_L09,34,1,83.4,85.8
A00491,L009,ELA01,2026-03-30,ELA01_L10,41,5,79.8,67.0
A00492,L009,ELA01,2026-08-16,ELA01_L03,47,2,81.8,85.6
A00493,L009,SCI01,2025-11-29,SCI01_L02,37,4,72.3,66.5
A00494,L009,SCI01,2026-07-10,SCI01_L07,38,3,70.9,57.9
A00495,L009,SCI01,2026-07-15,SCI01_L11,28,4,81.8,87.3
A00496,L009,SCI01,2026-01-02,SCI01_L08,32,5,62.5,50.8
A00497,L009,SCI01,2026-06-26,SCI01_L03,41,5,72.6,69.6
A00498,L009,SCI01,2025-12-28,SCI01_L08,49,6,71.6,83.3
A00499,L009,SCI01,2026-07-24,SCI01_L05,31,3,77.0,83.3
A00500,L009,SCI01,2026-04-24,SCI01_L05,49,4,79.7,61.6
A00501,L009,SCI01,2026-08-08,SCI01_L01,29,3,84.7,87.7
A00502,L009,SCI01,2026-04-27,SCI01_L05,62,4,92.3,90.1
A00503,L009,SCI01,2026-08-13,SCI01_L09,45,3,80.6,100.0
A00504,L009,SCI01,2025-11-20,SCI01_L02,41,4,78.2,83.2
A00505,L009,MATH01,2026-02-24,MATH01_L10,32,3,83.0,69.8
A00506,L009,MATH01,2026-02-01,MATH01_L11,44,4,79.8,99.9
A00507,L009,MATH01,2026-04-06,MATH01_L12,43,3,76.3,71.6
A00508,L009,MATH01,2026-01-07,MATH01_L08,44,4,81.9,81.0
A00509,L009,MATH01,2026-02-02,MATH01_L04,35,5,64.2,71.1
A00510,L009,MATH01,2026-03-16,MATH01_L08,38,4,80.3,72.4
A00511,L009,MATH01,2025-10-25,MATH01_L04,41,4,81.9,75.6
A00512,L009,MATH01,2026-03-15,MATH01_L10,46,3,59.1,48.8
A00513,L009,MATH01,2026-03-03,MATH01_L10,34,5,81.9,89.3
A00514,L009,MATH01,2026-01-30,MATH01_L12,26,5,81.8,84.9
A00515,L009,MATH01,2026-01-30,MATH01_L01,39,2,73.4,78.3
A00516,L009,MATH01,2026-08-04,MATH01_L07,27,2,68.1,81.4
A00517,L009,MATH01,2026-01-19,MATH01_L01,50,3,71.3,50.8
A00518,L009,MATH01,2026-06-17,MATH01_L11,47,4,67.4,60.8
A00519,L009,MATH01,2025-09-26,MATH01_L10,41,5,77.6,95.0
A00520,L009,MATH01,2026-05-13,MATH01_L05,27,3,73.5,76.6
A00521,L009,MATH01,2025-12-27,MATH01_L10,30,4,68.6,68.0
A00522,L010,MATH04,2025-12-22,MATH04_L07,29,3,68.1,57.0
A00523,L010,MATH04,2026-07-15,MATH04_L09,43,2,74.9,63.8
A00524,L010,MATH04,2026-08-14,MATH04_L05,30,3,55.8,38.4
A00525,L010,MATH04,2026-07-19,MATH04_L04,27,4,60.4,61.2
A00526,L010,MATH04,2026-07-19,MATH04_L02,36,3,62.0,58.8
A00527,L010,MATH04,2026-02-06,MATH04_L15,46,2,81.2,91.1
A00528,L010,MATH04,2025-09-18,MATH04_L12,26,4,74.3,92.7
A00529,L010,MATH04,2025-11-07,MATH04_L03,27,4,58.8,62.1
A00530,L010,MATH04,2026-01-30,MATH04_L11,38,4,72.2,56.3
A00531,L010,MATH04,2026-04-01,MATH04_L06,44,3,76.2,75.6
A00532,L010,MATH04,2025-12-12,MATH04_L05,39,4,55.5,54.8
A00533,L010,MATH04,2026-06-04,MATH04_L12,32,4,76.8,64.6
A00534,L010,MATH04,2026-05-30,MATH04_L09,33,4,67.6,63.2
A00535,L010,MATH04,2025-11-24,MATH04_L09,41,3,66.7,47.5
A00536,L010,MATH04,2026-05-05,MATH04_L10,46,2,81.8,90.1
A00537,L010,ELA04,2025-10-29,ELA04_L15,37,4,63.8,61.0
A00538,L010,ELA04,2025-10-09,ELA04_L05,29,2,61.5,51.5
A00539,L010,ELA04,2025-12-25,ELA04_L13,29,4,67.3,85.1
A00540,L010,ELA04,2026-06-13,ELA04_L12,37,4,63.2,68.8
A00541,L010,ELA04,2025-10-17,ELA04_L13,41,4,68.4,53.5
A00542,L010,ELA04,2025-09-08,ELA04_L09,42,3,74.7,75.2
A00543,L010,ELA04,2026-06-02,ELA04_L04,33,4,73.3,100.0
A00544,L010,ELA04,2026-04-21,ELA04_L12,24,4,61.5,70.2
A00545,L010,ELA04,2026-08-11,ELA04_L09,46,2,65.9,74.3
A00546,L010,ELA04,2026-06-27,ELA04_L13,49,5,62.9,53.7
A00547,L010,ELA04,2026-07-24,ELA04_L12,42,3,63.4,62.9
A00548,L010,ELA04,2025-10-26,ELA04_L08,19,3,68.0,59.7
A00549,L010,ELA04,2026-04-30,ELA04_L01,46,2,63.8,73.6
A00550,L010,ELA04,2026-07-15,ELA04_L11,33,4,65.6,69.6
A00551,L010,ELA04,2026-07-10,ELA04_L08,43,3,72.4,65.0
A00552,L010,SCI03,2026-07-23,SCI03_L14,28,6,59.1,74.0
A00553,L010,SCI03,2026-04-26,SCI03_L15,24,4,57.0,63.6
A00554,L010,SCI03,2026-08-25,SCI03_L05,33,3,72.2,76.1
A00555,L010,SCI03,2026-07-30,SCI03_L07,17,3,68.5,58.3
A00556,L010,SCI03,2025-10-30,SCI03_L03,59,4,69.2,65.4
A00557,L010,SCI03,2025-09-24,SCI03_L01,39,4,75.2,82.4
A00558,L010,SCI03,2026-02-03,SCI03_L08,26,4,84.2,73.1
A00559,L010,SCI03,2025-10-30,SCI03_L02,27,3,72.2,68.7
A00560,L010,SCI03,2025-12-30,SCI03_L15,42,2,75.6,76.3
A00561,L010,SCI03,2026-06-03,SCI03_L03,25,3,62.1,58.4
A00562,L010,SCI03,2026-03-18,SCI03_L08,38,2,87.2,80.4
A00563,L010,READ01,2026-08-10,READ01_L12,52,2,76.0,53.4
A00564,L010,READ01,2026-08-23,READ01_L09,38,3,82.8,89.2
A00565,L010,READ01,2026-04-03,READ01_L10,35,4,46.7,57.8
A00566,L010,READ01,2025-11-19,READ01_L07,36,2,59.7,62.7
A00567,L010,READ01,2026-08-02,READ01_L02,32,2,60.6,68.4
A00568,L010,READ01,2026-05-09,READ01_L10,33,3,74.7,57.3
A00569,L010,READ01,2026-03-28,READ01_L05,34,6,65.4,52.1
A00570,L010,READ01,2025-09-17,READ01_L12,43,4,79.5,100.0
A00571,L010,READ01,2026-03-09,READ01_L04,38,3,70.8,85.5
A00572,L010,READ01,2026-04-16,READ01_L08,30,2,76.6,74.1
A00573,L010,READ01,2025-12-30,READ01_L14,34,5,61.4,55.9
A00574,L010,READ01,2026-03-05,READ01_L02,35,4,67.4,40.5
A00575,L010,READ01,2026-08-18,READ01_L06,37,5,62.9,57.0
A00576,L010,READ01,2026-06-06,READ01_L11,40,3,52.8,38.5
A00577,L010,READ01,2026-03-03,READ01_L01,33,3,62.8,36.3
A00578,L011,ELA01,2026-01-20,ELA01_L04,54,6,100.0,86.3
A00579,L011,ELA01,2025-11-02,ELA01_L08,44,5,95.6,100.0
A00580,L011,ELA01,2025-10-17,ELA01_L11,44,5,91.4,100.0
A00581,L011,ELA01,2025-12-18,ELA01_L11,50,5,100.0,100.0
A00582,L011,ELA01,2026-07-25,ELA01_L10,37,6,100.0,100.0
A00583,L011,ELA01,2025-09-11,ELA01_L01,40,5,93.7,99.2
A00584,L011,ELA01,2026-02-18,ELA01_L04,46,7,98.8,100.0
A00585,L011,ELA01,2025-11-04,ELA01_L10,51,4,98.8,100.0
A00586,L011,ELA01,2025-12-15,ELA01_L02,42,4,100.0,92.2
A00587,L011,ELA01,2026-06-11,ELA01_L04,37,4,88.5,71.6
A00588,L011,ELA01,2026-06-28,ELA01_L04,51,4,97.4,100.0
A00589,L011,ELA01,2025-12-29,ELA01_L06,52,4,100.0,100.0
A00590,L011,ELA01,2025-11-15,ELA01_L10,51,5,88.5,95.1
A00591,L011,ELA01,2025-09-02,ELA01_L05,37,5,87.8,76.4
A00592,L011,ELA01,2025-11-14,ELA01_L03,33,6,100.0,85.2
A00593,L011,ELA01,2026-06-04,ELA01_L05,49,4,100.0,100.0
A00594,L011,SCI01,2025-10-27,SCI01_L11,39,4,99.3,75.8
A00595,L011,SCI01,2025-09-14,SCI01_L03,31,5,100.0,96.8
A00596,L011,SCI01,2025-09-08,SCI01_L06,41,5,100.0,100.0
A00597,L011,SCI01,2025-12-31,SCI01_L10,46,5,99.9,81.5
A00598,L011,SCI01,2026-02-13,SCI01_L01,49,4,100.0,97.1
A00599,L011,SCI01,2025-11-29,SCI01_L05,43,5,96.9,100.0
A00600,L011,SCI01,2025-09-27,SCI01_L03,33,5,100.0,100.0
A00601,L011,SCI01,2026-04-04,SCI01_L09,52,7,100.0,100.0
A00602,L011,SCI01,2025-10-29,SCI01_L12,52,5,99.2,99.5
A00603,L011,SCI01,2025-10-03,SCI01_L08,56,4,94.4,100.0
A00604,L011,SCI01,2026-04-18,SCI01_L06,32,5,100.0,74.8
A00605,L011,SCI01,2026-05-21,SCI01_L10,51,4,100.0,100.0
A00606,L011,MATH01,2026-04-20,MATH01_L09,40,4,100.0,100.0
A00607,L011,MATH01,2025-12-23,MATH01_L10,44,6,100.0,100.0
A00608,L011,MATH01,2025-09-23,MATH01_L12,40,6,91.3,100.0
A00609,L011,MATH01,2026-08-04,MATH01_L09,37,7,100.0,93.6
A00610,L011,MATH01,2026-02-02,MATH01_L08,46,6,94.5,100.0
A00611,L011,MATH01,2026-07-27,MATH01_L01,47,5,100.0,100.0
A00612,L011,MATH01,2025-10-02,MATH01_L08,41,5,77.0,63.2
A00613,L011,MATH01,2026-03-25,MATH01_L07,42,7,100.0,100.0
A00614,L011,MATH01,2026-08-18,MATH01_L02,42,5,93.5,88.1
A00615,L011,MATH01,2026-05-10,MATH01_L12,38,4,98.8,100.0
A00616,L011,MATH01,2026-04-16,MATH01_L02,37,6,100.0,92.4
A00617,L011,READ01,2026-02-12,READ01_L10,50,5,99.3,100.0
A00618,L011,READ01,2025-11-15,READ01_L02,42,5,93.1,84.1
A00619,L011,READ01,2025-11-04,READ01_L05,31,4,95.8,92.4
A00620,L011,READ01,2026-07-17,READ01_L11,42,5,95.2,100.0
A00621,L011,READ01,2026-06-27,READ01_L09,38,4,100.0,87.5
A00622,L011,READ01,2026-08-31,READ01_L06,41,4,93.3,77.8
A00623,L011,READ01,2026-03-15,READ01_L10,45,5,93.6,86.9
A00624,L011,READ01,2026-05-30,READ01_L05,36,5,93.9,83.7
A00625,L011,READ01,2026-04-21,READ01_L09,29,5,100.0,100.0
A00626,L011,READ01,2026-07-07,READ01_L07,65,5,98.7,86.6
A00627,L011,READ01,2025-10-21,READ01_L13,29,5,96.5,86.5
A00628,L012,MATH01,2026-08-02,MATH01_L11,36,4,92.2,84.6
A00629,L012,MATH01,2026-06-10,MATH01_L12,37,6,98.8,100.0
A00630,L012,MATH01,2025-12-20,MATH01_L07,43,5,88.7,65.6
A00631,L012,MATH01,2026-04-20,MATH01_L04,47,4,82.6,65.8
A00632,L012,MATH01,2026-03-31,MATH01_L06,54,5,84.5,83.7
A00633,L012,MATH01,2026-04-21,MATH01_L07,37,3,92.5,81.4
A00634,L012,MATH01,2026-04-01,MATH01_L12,38,4,97.4,93.8
A00635,L012,MATH01,2025-10-19,MATH01_L06,53,6,100.0,98.1
A00636,L012,MATH01,2026-04-07,MATH01_L06,28,6,87.2,73.2
A00637,L012,MATH01,2026-08-07,MATH01_L05,31,4,86.6,76.6
A00638,L012,MATH01,2026-03-11,MATH01_L03,36,4,80.0,90.0
A00639,L012,ELA01,2025-10-05,ELA01_L02,42,5,76.0,69.9
A00640,L012,ELA01,2025-10-14,ELA01_L02,38,5,79.1,81.5
A00641,L012,ELA01,2026-04-10,ELA01_L02,44,3,80.6,88.8
A00642,L012,ELA01,2026-03-10,ELA01_L03,37,3,88.1,77.5
A00643,L012,ELA01,2026-06-12,ELA01_L01,50,4,89.1,94.6
A00644,L012,ELA01,2026-06-28,ELA01_L09,35,4,68.2,57.3
A00645,L012,ELA01,2026-06-15,ELA01_L06,35,5,77.4,75.1
A00646,L012,ELA01,2026-08-10,ELA01_L02,23,4,67.0,72.5
A00647,L012,ELA01,2026-03-30,ELA01_L06,36,4,62.9,79.6
A00648,L012,ELA01,2026-08-07,ELA01_L07,43,4,81.8,56.2
A00649,L012,ELA01,2025-09-27,ELA01_L05,42,5,91.0,100.0
A00650,L012,ELA01,2026-07-05,ELA01_L05,54,4,68.2,71.6
A00651,L012,ELA01,2026-02-28,ELA01_L02,37,4,84.5,88.5
A00652,L012,ELA01,2026-06-23,ELA01_L09,46,4,72.7,59.2
A00653,L012,ELA01,2025-12-18,ELA01_L03,50,4,81.3,85.6
A00654,L012,ELA01,2026-08-03,ELA01_L08,46,5,79.0,100.0
A00655,L012,ELA01,2025-12-24,ELA01_L02,45,4,83.5,99.0
A00656,L012,READ01,2026-06-12,READ01_L06,46,4,79.1,78.3
A00657,L012,READ01,2025-10-29,READ01_L13,42,4,85.6,88.2
A00658,L012,READ01,2026-01-21,READ01_L10,48,5,97.5,92.0
A00659,L012,READ01,2025-12-25,READ01_L13,48,5,77.8,95.4
A00660,L012,READ01,2026-04-08,READ01_L14,38,3,80.0,75.3
A00661,L012,READ01,2026-06-15,READ01_L13,36,5,92.8,90.6
A00662,L012,READ01,2026-07-16,READ01_L10,31,4,87.5,51.6
A00663,L012,READ01,2026-08-12,READ01_L11,27,5,83.4,92.7
A00664,L012,READ01,2026-06-13,READ01_L01,52,3,88.6,100.0
A00665,L012,READ01,2026-07-09,READ01_L11,38,5,92.3,79.1
A00666,L012,READ01,2026-08-22,READ01_L05,35,4,78.3,65.6
A00667,L012,READ01,2025-09-15,READ01_L03,38,5,94.7,87.8
A00668,L012,READ01,2026-01-18,READ01_L12,42,2,70.3,69.5
A00669,L012,READ01,2026-02-06,READ01_L06,56,5,73.9,75.2
A00670,L012,READ01,2026-02-27,READ01_L01,33,5,95.0,97.4
A00671,L012,SCI01,2025-11-13,SCI01_L10,50,5,87.0,90.4
A00672,L012,SCI01,2026-08-03,SCI01_L07,32,4,71.6,72.8
A00673,L012,SCI01,2025-10-06,SCI01_L03,59,6,75.8,83.1
A00674,L012,SCI01,2026-07-22,SCI01_L01,38,3,85.4,86.4
A00675,L012,SCI01,2025-10-17,SCI01_L12,30,5,86.9,85.1
A00676,L012,SCI01,2026-05-30,SCI01_L04,33,4,69.6,92.3
A00677,L012,SCI01,2026-03-12,SCI01_L07,29,5,89.3,70.8
A00678,L012,SCI01,2026-04-21,SCI01_L06,36,4,93.5,100.0
A00679,L012,SCI01,2025-11-20,SCI01_L06,29,4,74.6,87.0
A00680,L012,SCI01,2026-02-07,SCI01_L12,17,4,72.7,79.3
A00681,L012,SCI01,2026-02-14,SCI01_L10,36,4,94.5,100.0
A00682,L012,SCI01,2026-07-03,SCI01_L02,37,4,69.9,75.3
A00683,L013,MATH04,2025-11-19,MATH04_L06,30,1,47.4,39.5
A00684,L013,MATH04,2026-07-14,MATH04_L02,22,3,55.1,60.5
A00685,L013,MATH04,2026-08-12,MATH04_L03,31,2,48.7,46.3
A00686,L013,MATH04,2026-01-18,MATH04_L15,31,2,56.4,59.1
A00687,L013,MATH04,2026-08-05,MATH04_L14,14,4,57.2,53.2
A00688,L013,MATH04,2026-05-07,MATH04_L15,40,1,54.9,46.4
A00689,L013,MATH04,2026-04-01,MATH04_L09,24,4,49.2,38.9
A00690,L013,MATH04,2025-12-20,MATH04_L04,32,1,47.0,42.3
A00691,L013,MATH04,2026-02-24,MATH04_L14,27,2,54.0,47.7
A00692,L013,MATH04,2025-10-27,MATH04_L10,33,4,39.4,39.6
A00693,L013,READ01,2026-05-28,READ01_L11,35,1,53.3,73.7
A00694,L013,READ01,2026-02-05,READ01_L01,43,2,53.1,74.9
A00695,L013,READ01,2025-12-22,READ01_L07,34,3,57.7,54.7
A00696,L013,READ01,2026-07-04,READ01_L01,31,1,61.1,47.7
A00697,L013,READ01,2025-09-04,READ01_L04,32,3,50.0,64.6
A00698,L013,READ01,2026-02-02,READ01_L04,31,1,35.9,45.0
A00699,L013,READ01,2025-11-10,READ01_L13,33,2,50.7,66.1
A00700,L013,READ01,2026-01-09,READ01_L05,35,2,59.8,66.8
A00701,L013,READ01,2026-02-15,READ01_L02,37,4,45.8,58.7
A00702,L013,READ01,2025-09-04,READ01_L08,33,1,45.6,52.5
A00703,L013,READ01,2026-04-09,READ01_L03,15,1,55.1,51.7
A00704,L013,READ01,2025-11-06,READ01_L07,20,3,49.1,52.1
A00705,L013,READ01,2026-05-31,READ01_L12,24,4,49.9,69.8
A00706,L013,READ01,2025-12-27,READ01_L09,25,3,47.6,43.3
A00707,L013,READ01,2026-06-14,READ01_L14,36,1,50.4,66.2
A00708,L013,READ01,2026-08-09,READ01_L13,27,2,52.1,51.6
A00709,L013,READ01,2026-03-01,READ01_L02,42,3,37.6,43.0
A00710,L013,SCI03,2025-09-22,SCI03_L07,22,3,59.1,55.9
A00711,L013,SCI03,2025-09-10,SCI03_L08,13,2,58.3,51.0
A00712,L013,SCI03,2025-10-10,SCI03_L14,34,2,54.9,46.4
A00713,L013,SCI03,2026-02-08,SCI03_L10,23,3,50.6,46.2
A00714,L013,SCI03,2026-04-08,SCI03_L10,27,2,28.2,20.0
A00715,L013,SCI03,2026-03-27,SCI03_L12,31,4,41.6,45.3
A00716,L013,SCI03,2026-07-25,SCI03_L07,34,2,46.6,38.3
A00717,L013,SCI03,2026-01-27,SCI03_L02,16,2,42.2,44.1
A00718,L013,SCI03,2026-03-27,SCI03_L01,27,2,50.7,58.0
A00719,L013,SCI03,2026-02-14,SCI03_L03,36,2,40.9,31.9
A00720,L013,SCI03,2026-07-14,SCI03_L08,26,4,39.7,45.9
A00721,L013,SCI03,2026-08-20,SCI03_L15,34,1,59.3,55.3
A00722,L013,SCI03,2026-03-05,SCI03_L02,41,1,45.2,56.0
